user_id,group,converted
2141,test,0
2142,test,0
2143,test,0
2144,test,0
2145,test,0
2146,test,0
2147,test,0
2148,test,0
2149,test,0
2150,test,0
2151,test,0
2152,test,0
2153,test,0
2154,test,0
2155,test,0
2156,test,0
2157,test,0
2158,test,0
2159,test,0
2160,test,0
2161,test,0
2162,test,0
2163,test,0
2164,test,0
2165,test,0
2166,test,1
2167,test,0
2168,test,0
2169,test,0
2170,test,0
2171,test,0
2172,test,0
2173,test,0
2174,test,0
2175,test,0
2176,test,0
2177,test,0
2178,test,0
2179,test,0
2180,test,0
2181,test,0
2182,test,0
2183,test,0
2184,test,0
2185,test,0
2186,test,1
2187,test,1
2188,test,0
2189,test,0
2190,test,0
2191,test,0
2192,test,1
2193,test,0
2194,test,0
2195,test,0
2196,test,0
2197,test,0
2198,test,1
2199,test,0
2200,test,0
2201,test,1
2202,test,0
2203,test,0
2204,test,0
2205,test,0
2206,test,1
2207,test,0
2208,test,0
2209,test,0
2210,test,1
2211,test,0
2212,test,0
2213,test,0
2214,test,1
2215,test,0
2216,test,0
2217,test,0
2218,test,0
2219,test,1
2220,test,0
2221,test,0
2222,test,0
2223,test,0
2224,test,0
2225,test,0
2226,test,0
2227,test,0
2228,test,0
2229,test,0
2230,test,0
2231,test,0
2232,test,0
2233,test,1
2234,test,0
2235,test,0
2236,test,0
2237,test,1
2238,test,0
2239,test,0
2240,test,0
2241,test,0
2242,test,0
2243,test,0
2244,test,1
2245,test,0
2246,test,0
2247,test,0
2248,test,0
2249,test,0
2250,test,0
2251,test,0
2252,test,1
2253,test,0
2254,test,0
2255,test,1
2256,test,0
2257,test,0
2258,test,0
2259,test,0
2260,test,0
2261,test,0
2262,test,0
2263,test,1
2264,test,0
2265,test,0
2266,test,0
2267,test,0
2268,test,0
2269,test,0
2270,test,0
2271,test,0
2272,test,0
2273,test,0
2274,test,0
2275,test,1
2276,test,0
2277,test,0
2278,test,0
2279,test,0
2280,test,0
2281,test,0
2282,test,0
2283,test,0
2284,test,0
2285,test,0
2286,test,0
2287,test,1
2288,test,0
2289,test,0
2290,test,0
2291,test,0
2292,test,0
2293,test,0
2294,test,0
2295,test,0
2296,test,0
2297,test,0
2298,test,0
2299,test,0
2300,test,0
2301,test,0
2302,test,0
2303,test,0
2304,test,0
2305,test,1
2306,test,0
2307,test,0
2308,test,0
2309,test,0
2310,test,0
2311,test,0
2312,test,1
2313,test,0
2314,test,0
2315,test,1
2316,test,0
2317,test,0
2318,test,0
2319,test,0
2320,test,0
2321,test,1
2322,test,0
2323,test,0
2324,test,0
2325,test,0
2326,test,1
2327,test,0
2328,test,0
2329,test,0
2330,test,0
2331,test,0
2332,test,0
2333,test,0
2334,test,0
2335,test,0
2336,test,0
2337,test,0
2338,test,0
2339,test,0
2340,test,0
2341,test,0
2342,test,0
2343,test,0
2344,test,0
2345,test,1
2346,test,0
2347,test,0
2348,test,0
2349,test,0
2350,test,0
2351,test,0
2352,test,1
2353,test,0
2354,test,1
2355,test,0
2356,test,0
2357,test,1
2358,test,0
2359,test,0
2360,test,0
2361,test,0
2362,test,0
2363,test,0
2364,test,0
2365,test,0
2366,test,0
2367,test,0
2368,test,0
2369,test,0
2370,test,0
2371,test,0
2372,test,0
2373,test,0
2374,test,0
2375,test,0
2376,test,0
2377,test,0
2378,test,0
2379,test,0
2380,test,0
2381,test,0
2382,test,0
2383,test,1
2384,test,0
2385,test,0
2386,test,0
2387,test,0
2388,test,0
2389,test,0
2390,test,0
2391,test,0
2392,test,0
2393,test,0
2394,test,0
2395,test,1
2396,test,0
2397,test,0
2398,test,0
2399,test,0
2400,test,0
2401,test,0
2402,test,0
2403,test,0
2404,test,0
2405,test,0
2406,test,0
2407,test,0
2408,test,0
2409,test,1
2410,test,0
2411,test,0
2412,test,0
2413,test,0
2414,test,0
2415,test,0
2416,test,1
2417,test,0
2418,test,0
2419,test,0
2420,test,0
2421,test,0
2422,test,0
2423,test,0
2424,test,0
2425,test,0
2426,test,1
2427,test,0
2428,test,1
2429,test,0
2430,test,1
2431,test,0
2432,test,0
2433,test,1
2434,test,0
2435,test,1
2436,test,0
2437,test,0
2438,test,0
2439,test,0
2440,test,0
2441,test,0
2442,test,0
2443,test,0
2444,test,0
2445,test,0
2446,test,0
2447,test,0
2448,test,0
2449,test,0
2450,test,0
2451,test,0
2452,test,1
2453,test,0
2454,test,0
2455,test,0
2456,test,0
2457,test,0
2458,test,0
2459,test,0
2460,test,0
2461,test,1
2462,test,1
2463,test,0
2464,test,0
2465,test,0
2466,test,0
2467,test,0
2468,test,0
2469,test,0
2470,test,0
2471,test,0
2472,test,1
2473,test,1
2474,test,0
2475,test,0
2476,test,1
2477,test,0
2478,test,0
2479,test,0
2480,test,0
2481,test,0
2482,test,1
2483,test,1
2484,test,0
2485,test,0
2486,test,1
2487,test,0
2488,test,1
2489,test,0
2490,test,0
2491,test,0
2492,test,0
2493,test,0
2494,test,0
2495,test,0
2496,test,0
2497,test,0
2498,test,1
2499,test,1
2500,test,0
2501,test,0
2502,test,0
2503,test,0
2504,test,1
2505,test,0
2506,test,0
2507,test,0
2508,test,0
2509,test,0
2510,test,1
2511,test,0
2512,test,1
2513,test,0
2514,test,0
2515,test,0
2516,test,1
2517,test,0
2518,test,0
2519,test,0
2520,test,0
2521,test,0
2522,test,0
2523,test,0
2524,test,0
2525,test,0
2526,test,0
2527,test,0
2528,test,1
2529,test,0
2530,test,1
2531,test,0
2532,test,0
2533,test,0
2534,test,0
2535,test,0
2536,test,0
2537,test,0
2538,test,0
2539,test,0
2540,test,0
2541,test,0
2542,test,0
2543,test,0
2544,test,0
2545,test,0
2546,test,0
2547,test,0
2548,test,0
2549,test,0
2550,test,0
2551,test,0
2552,test,0
2553,test,0
2554,test,1
2555,test,0
2556,test,1
2557,test,0
2558,test,0
2559,test,0
2560,test,0
2561,test,0
2562,test,0
2563,test,0
2564,test,0
2565,test,0
2566,test,0
2567,test,0
2568,test,0
2569,test,0
2570,test,1
2571,test,0
2572,test,1
2573,test,0
2574,test,0
2575,test,0
2576,test,0
2577,test,1
2578,test,0
2579,test,0
2580,test,0
2581,test,0
2582,test,1
2583,test,0
2584,test,0
2585,test,0
2586,test,0
2587,test,0
2588,test,0
2589,test,0
2590,test,0
2591,test,0
2592,test,0
2593,test,0
2594,test,0
2595,test,0
2596,test,0
2597,test,0
2598,test,0
2599,test,0
2600,test,0
2601,test,0
2602,test,0
2603,test,0
2604,test,0
2605,test,0
2606,test,0
2607,test,0
2608,test,0
2609,test,0
2610,test,0
2611,test,0
2612,test,0
2613,test,0
2614,test,0
2615,test,0
2616,test,0
2617,test,0
2618,test,0
2619,test,0
2620,test,0
2621,test,0
2622,test,1
2623,test,0
2624,test,1
2625,test,0
2626,test,1
2627,test,0
2628,test,0
2629,test,0
2630,test,0
2631,test,0
2632,test,0
2633,test,0
2634,test,0
2635,test,0
2636,test,0
2637,test,1
2638,test,0
2639,test,1
2640,test,0
2641,test,0
2642,test,0
2643,test,0
2644,test,0
2645,test,0
2646,test,0
2647,test,1
2648,test,0
2649,test,0
2650,test,0
2651,test,0
2652,test,0
2653,test,0
2654,test,0
2655,test,0
2656,test,0
2657,test,0
2658,test,0
2659,test,0
2660,test,0
2661,test,0
2662,test,1
2663,test,0
2664,test,0
2665,test,0
2666,test,0
2667,test,0
2668,test,0
2669,test,0
2670,test,0
2671,test,0
2672,test,0
2673,test,0
2674,test,0
2675,test,1
2676,test,0
2677,test,0
2678,test,0
2679,test,0
2680,test,0
2681,test,0
2682,test,0
2683,test,0
2684,test,0
2685,test,0
2686,test,0
2687,test,0
2688,test,0
2689,test,0
2690,test,0
2691,test,0
2692,test,0
2693,test,0
2694,test,0
2695,test,1
2696,test,0
2697,test,0
2698,test,0
2699,test,0
2700,test,0
2701,test,0
2702,test,1
2703,test,0
2704,test,0
2705,test,0
2706,test,0
2707,test,0
2708,test,0
2709,test,0
2710,test,0
2711,test,0
2712,test,0
2713,test,0
2714,test,0
2715,test,0
2716,test,0
2717,test,0
2718,test,1
2719,test,0
2720,test,0
2721,test,1
2722,test,0
2723,test,0
2724,test,0
2725,test,0
2726,test,0
2727,test,0
2728,test,0
2729,test,0
2730,test,0
2731,test,0
2732,test,0
2733,test,0
2734,test,1
2735,test,1
2736,test,0
2737,test,1
2738,test,0
2739,test,1
2740,test,0
2741,test,0
2742,test,0
2743,test,0
2744,test,0
2745,test,0
2746,test,0
2747,test,0
2748,test,0
2749,test,0
2750,test,0
2751,test,0
2752,test,0
2753,test,0
2754,test,0
2755,test,1
2756,test,0
2757,test,0
2758,test,1
2759,test,0
2760,test,0
2761,test,0
2762,test,0
2763,test,0
2764,test,0
2765,test,0
2766,test,1
2767,test,0
2768,test,0
2769,test,0
2770,test,0
2771,test,0
2772,test,0
2773,test,0
2774,test,0
2775,test,0
2776,test,0
2777,test,0
2778,test,0
2779,test,0
2780,test,0
2781,test,0
2782,test,0
2783,test,1
2784,test,0
2785,test,0
2786,test,0
2787,test,1
2788,test,0
2789,test,1
2790,test,1
2791,test,0
2792,test,1
2793,test,0
2794,test,0
2795,test,0
2796,test,0
2797,test,0
2798,test,0
2799,test,1
2800,test,0
2801,test,0
2802,test,1
2803,test,1
2804,test,1
2805,test,0
2806,test,1
2807,test,0
2808,test,0
2809,test,0
2810,test,0
2811,test,0
2812,test,0
2813,test,0
2814,test,0
2815,test,0
2816,test,0
2817,test,0
2818,test,0
2819,test,0
2820,test,0
2821,test,1
2822,test,0
2823,test,0
2824,test,0
2825,test,0
2826,test,0
2827,test,0
2828,test,0
2829,test,0
2830,test,0
2831,test,0
2832,test,0
2833,test,0
2834,test,0
2835,test,0
2836,test,1
2837,test,1
2838,test,0
2839,test,0
2840,test,0
2841,test,0
2842,test,0
2843,test,1
2844,test,1
2845,test,0
2846,test,0
2847,test,0
2848,test,0
2849,test,0
2850,test,0
2851,test,0
2852,test,0
2853,test,0
2854,test,1
2855,test,0
2856,test,0
2857,test,0
2858,test,0
2859,test,0
2860,test,0
2861,test,1
2862,test,0
2863,test,1
2864,test,0
2865,test,0
2866,test,0
2867,test,0
2868,test,0
2869,test,0
2870,test,0
2871,test,1
2872,test,1
2873,test,1
2874,test,0
2875,test,0
2876,test,0
2877,test,0
2878,test,0
2879,test,0
2880,test,0
2881,test,0
2882,test,0
2883,test,0
2884,test,0
2885,test,0
2886,test,1
2887,test,0
2888,test,0
2889,test,0
2890,test,0
2891,test,0
2892,test,0
2893,test,0
2894,test,0
2895,test,0
2896,test,1
2897,test,0
2898,test,0
2899,test,0
2900,test,0
2901,test,0
2902,test,0
2903,test,0
2904,test,0
2905,test,0
2906,test,0
2907,test,1
2908,test,0
2909,test,0
2910,test,0
2911,test,0
2912,test,0
2913,test,0
2914,test,1
2915,test,0
2916,test,0
2917,test,0
2918,test,0
2919,test,0
2920,test,0
2921,test,0
2922,test,0
2923,test,0
2924,test,0
2925,test,0
2926,test,1
2927,test,0
2928,test,1
2929,test,0
2930,test,0
2931,test,0
2932,test,0
2933,test,0
2934,test,0
2935,test,0
2936,test,0
2937,test,0
2938,test,0
2939,test,1
2940,test,0
2941,test,0
2942,test,0
2943,test,0
2944,test,0
2945,test,0
2946,test,0
2947,test,0
2948,test,0
2949,test,0
2950,test,1
2951,test,0
2952,test,0
2953,test,0
2954,test,0
2955,test,1
2956,test,0
2957,test,0
2958,test,1
2959,test,0
2960,test,0
2961,test,0
2962,test,0
2963,test,0
2964,test,1
2965,test,0
2966,test,0
2967,test,0
2968,test,0
2969,test,1
2970,test,0
2971,test,0
2972,test,0
2973,test,0
2974,test,0
2975,test,0
2976,test,0
2977,test,0
2978,test,0
2979,test,0
2980,test,1
2981,test,0
2982,test,0
2983,test,0
2984,test,0
2985,test,0
2986,test,1
2987,test,0
2988,test,0
2989,test,0
2990,test,1
2991,test,0
2992,test,0
2993,test,0
2994,test,0
2995,test,0
2996,test,1
2997,test,0
2998,test,0
2999,test,0
3000,test,1
3001,test,0
3002,test,0
3003,test,0
3004,test,0
3005,test,0
3006,test,0
3007,test,1
3008,test,0
3009,test,0
3010,test,0
3011,test,0
3012,test,0
3013,test,0
3014,test,0
3015,test,0
3016,test,0
3017,test,0
3018,test,0
3019,test,0
3020,test,0
3021,test,0
3022,test,0
3023,test,0
3024,test,0
3025,test,0
3026,test,0
3027,test,1
3028,test,0
3029,test,0
3030,test,0
3031,test,0
3032,test,0
3033,test,0
3034,test,0
3035,test,0
3036,test,0
3037,test,0
3038,test,1
3039,test,0
3040,test,0
3041,test,0
3042,test,1
3043,test,0
3044,test,0
3045,test,0
3046,test,0
3047,test,0
3048,test,0
3049,test,0
3050,test,0
3051,test,0
3052,test,0
3053,test,0
3054,test,0
3055,test,0
3056,test,1
3057,test,0
3058,test,0
3059,test,0
3060,test,1
3061,test,0
3062,test,0
3063,test,0
3064,test,0
3065,test,0
3066,test,0
3067,test,0
3068,test,1
3069,test,0
3070,test,0
3071,test,0
3072,test,0
3073,test,0
3074,test,0
3075,test,0
3076,test,1
3077,test,1
3078,test,0
3079,test,0
3080,test,1
3081,test,0
3082,test,1
3083,test,0
3084,test,0
3085,test,0
3086,test,0
3087,test,0
3088,test,0
3089,test,0
3090,test,0
3091,test,0
3092,test,1
3093,test,0
3094,test,0
3095,test,0
3096,test,0
3097,test,1
3098,test,0
3099,test,0
3100,test,0
3101,test,0
3102,test,0
3103,test,1
3104,test,0
3105,test,0
3106,test,0
3107,test,0
3108,test,0
3109,test,0
3110,test,0
3111,test,0
3112,test,0
3113,test,0
3114,test,0
3115,test,0
3116,test,1
3117,test,0
3118,test,0
3119,test,0
3120,test,0
3121,test,0
3122,test,0
3123,test,0
3124,test,0
3125,test,0
3126,test,0
3127,test,0
3128,test,0
3129,test,1
3130,test,0
3131,test,0
3132,test,0
3133,test,1
3134,test,0
3135,test,0
3136,test,0
3137,test,0
3138,test,0
3139,test,0
3140,test,0
3141,test,0
3142,test,1
3143,test,0
3144,test,0
3145,test,0
3146,test,0
3147,test,1
3148,test,0
3149,test,0
3150,test,0
3151,test,0
3152,test,0
3153,test,0
3154,test,0
3155,test,0
3156,test,0
3157,test,1
3158,test,0
3159,test,0
3160,test,0
3161,test,0
3162,test,0
3163,test,0
3164,test,0
3165,test,0
3166,test,0
3167,test,1
3168,test,0
3169,test,0
3170,test,0
3171,test,0
3172,test,0
3173,test,0
3174,test,0
3175,test,0
3176,test,0
3177,test,0
3178,test,1
3179,test,0
3180,test,0
3181,test,0
3182,test,0
3183,test,0
3184,test,0
3185,test,0
3186,test,0
3187,test,0
3188,test,0
3189,test,0
3190,test,0
3191,test,0
3192,test,1
3193,test,1
3194,test,0
3195,test,0
3196,test,0
3197,test,1
3198,test,1
3199,test,0
3200,test,0
3201,test,0
3202,test,0
3203,test,0
3204,test,0
3205,test,0
3206,test,0
3207,test,0
3208,test,0
3209,test,0
3210,test,0
3211,test,0
3212,test,0
3213,test,0
3214,test,0
3215,test,0
3216,test,0
3217,test,0
3218,test,0
3219,test,0
3220,test,0
3221,test,0
3222,test,0
3223,test,0
3224,test,0
3225,test,0
3226,test,1
3227,test,0
3228,test,0
3229,test,0
3230,test,0
3231,test,0
3232,test,0
3233,test,0
3234,test,0
3235,test,0
3236,test,0
3237,test,0
3238,test,1
3239,test,0
3240,test,0
3241,test,0
3242,test,0
3243,test,0
3244,test,0
3245,test,0
3246,test,0
3247,test,0
3248,test,0
3249,test,1
3250,test,0
3251,test,0
3252,test,0
3253,test,0
3254,test,0
3255,test,0
3256,test,0
3257,test,0
3258,test,0
3259,test,0
3260,test,1
3261,test,0
3262,test,0
3263,test,0
3264,test,0
3265,test,0
3266,test,0
3267,test,0
3268,test,0
3269,test,0
3270,test,0
3271,test,0
3272,test,0
3273,test,0
3274,test,0
3275,test,0
3276,test,0
3277,test,0
3278,test,0
3279,test,0
3280,test,0
3281,test,0
3282,test,0
3283,test,0
3284,test,1
3285,test,0
3286,test,0
3287,test,0
3288,test,0
3289,test,1
3290,test,0
3291,test,0
3292,test,1
3293,test,0
3294,test,0
3295,test,1
3296,test,0
3297,test,0
3298,test,0
3299,test,0
3300,test,0
3301,test,0
3302,test,1
3303,test,0
3304,test,0
3305,test,0
3306,test,0
3307,test,0
3308,test,0
3309,test,0
3310,test,0
3311,test,0
3312,test,0
3313,test,0
3314,test,0
3315,test,0
3316,test,0
3317,test,0
3318,test,0
3319,test,0
3320,test,0
3321,test,0
3322,test,0
3323,test,0
3324,test,0
3325,test,0
3326,test,0
3327,test,0
3328,test,0
3329,test,0
3330,test,0
3331,test,0
3332,test,0
3333,test,0
3334,test,0
3335,test,1
3336,test,0
3337,test,1
3338,test,0
3339,test,0
3340,test,0
3341,test,1
3342,test,0
3343,test,0
3344,test,0
3345,test,0
3346,test,0
3347,test,0
3348,test,0
3349,test,0
3350,test,0
3351,test,0
3352,test,0
3353,test,1
3354,test,0
3355,test,0
3356,test,0
3357,test,0
3358,test,0
3359,test,0
3360,test,0
3361,test,0
3362,test,0
3363,test,0
3364,test,0
3365,test,1
3366,test,0
3367,test,0
3368,test,0
3369,test,0
3370,test,0
3371,test,0
3372,test,0
3373,test,0
3374,test,0
3375,test,0
3376,test,0
3377,test,0
3378,test,0
3379,test,0
3380,test,0
3381,test,0
3382,test,0
3383,test,0
3384,test,0
3385,test,0
3386,test,1
3387,test,0
3388,test,0
3389,test,0
3390,test,0
3391,test,0
3392,test,1
3393,test,1
3394,test,0
3395,test,1
3396,test,1
3397,test,0
3398,test,0
3399,test,0
3400,test,0
3401,test,0
3402,test,0
3403,test,1
3404,test,0
3405,test,0
3406,test,0
3407,test,0
3408,test,1
3409,test,0
3410,test,0
3411,test,0
3412,test,0
3413,test,0
3414,test,0
3415,test,0
3416,test,0
3417,test,0
3418,test,0
3419,test,0
3420,test,0
3421,test,0
3422,test,0
3423,test,0
3424,test,0
3425,test,0
3426,test,0
3427,test,0
3428,test,0
3429,test,1
3430,test,0
3431,test,0
3432,test,1
3433,test,0
3434,test,0
3435,test,0
3436,test,0
3437,test,0
3438,test,0
3439,test,1
3440,test,1
3441,test,0
3442,test,0
3443,test,0
3444,test,1
3445,test,1
3446,test,0
3447,test,0
3448,test,0
3449,test,0
3450,test,0
3451,test,0
3452,test,0
3453,test,0
3454,test,0
3455,test,1
3456,test,0
3457,test,0
3458,test,0
3459,test,0
3460,test,0
3461,test,0
3462,test,0
3463,test,0
3464,test,0
3465,test,0
3466,test,0
3467,test,0
3468,test,0
3469,test,0
3470,test,0
3471,test,0
3472,test,0
3473,test,0
3474,test,0
3475,test,0
3476,test,0
3477,test,1
3478,test,0
3479,test,0
3480,test,0
3481,test,0
3482,test,0
3483,test,0
3484,test,1
3485,test,0
3486,test,0
3487,test,0
3488,test,0
3489,test,0
3490,test,0
3491,test,0
3492,test,0
3493,test,1
3494,test,1
3495,test,0
3496,test,0
3497,test,1
3498,test,1
3499,test,0
3500,test,0
3501,test,0
3502,test,0
3503,test,1
3504,test,0
3505,test,1
3506,test,0
3507,test,1
3508,test,0
3509,test,0
3510,test,0
3511,test,0
3512,test,0
3513,test,1
3514,test,0
3515,test,0
3516,test,1
3517,test,0
3518,test,0
3519,test,0
3520,test,0
3521,test,0
3522,test,0
3523,test,0
3524,test,0
3525,test,0
3526,test,0
3527,test,1
3528,test,0
3529,test,1
3530,test,0
3531,test,0
3532,test,0
3533,test,0
3534,test,0
3535,test,0
3536,test,0
3537,test,0
3538,test,0
3539,test,0
3540,test,0
3541,test,0
3542,test,0
3543,test,0
3544,test,0
3545,test,1
3546,test,0
3547,test,0
3548,test,0
3549,test,0
3550,test,0
3551,test,0
3552,test,0
3553,test,0
3554,test,0
3555,test,0
3556,test,0
3557,test,0
3558,test,0
3559,test,0
3560,test,0
3561,test,0
3562,test,0
3563,test,0
3564,test,0
3565,test,0
3566,test,0
3567,test,0
3568,test,0
3569,test,0
3570,test,1
3571,test,0
3572,test,0
3573,test,0
3574,test,1
3575,test,1
3576,test,0
3577,test,0
3578,test,0
3579,test,0
3580,test,0
3581,test,0
3582,test,0
3583,test,0
3584,test,0
3585,test,0
3586,test,0
3587,test,0
3588,test,0
3589,test,0
3590,test,0
3591,test,1
3592,test,0
3593,test,0
3594,test,0
3595,test,0
3596,test,0
3597,test,0
3598,test,0
3599,test,0
3600,test,0
3601,test,0
3602,test,0
3603,test,0
3604,test,0
3605,test,0
3606,test,0
3607,test,0
3608,test,0
3609,test,1
3610,test,1
3611,test,0
3612,test,0
3613,test,0
3614,test,0
3615,test,0
3616,test,0
3617,test,0
3618,test,0
3619,test,0
3620,test,0
3621,test,0
3622,test,0
3623,test,0
3624,test,1
3625,test,0
3626,test,0
3627,test,0
3628,test,1
3629,test,0
3630,test,0
3631,test,0
3632,test,0
3633,test,0
3634,test,0
3635,test,0
3636,test,0
3637,test,1
3638,test,0
3639,test,0
3640,test,0
3641,test,0
3642,test,1
3643,test,0
3644,test,0
3645,test,0
3646,test,0
3647,test,0
3648,test,0
3649,test,0
3650,test,1
3651,test,0
3652,test,0
3653,test,0
3654,test,0
3655,test,0
3656,test,0
3657,test,0
3658,test,0
3659,test,0
3660,test,1
3661,test,0
3662,test,0
3663,test,0
3664,test,0
3665,test,0
3666,test,0
3667,test,0
3668,test,0
3669,test,0
3670,test,0
3671,test,0
3672,test,0
3673,test,0
3674,test,0
3675,test,0
3676,test,0
3677,test,0
3678,test,0
3679,test,0
3680,test,0
3681,test,0
3682,test,0
3683,test,0
3684,test,0
3685,test,0
3686,test,0
3687,test,1
3688,test,0
3689,test,0
3690,test,0
3691,test,0
3692,test,0
3693,test,0
3694,test,0
3695,test,0
3696,test,0
3697,test,1
3698,test,0
3699,test,1
3700,test,0
3701,test,0
3702,test,0
3703,test,0
3704,test,0
3705,test,1
3706,test,1
3707,test,0
3708,test,0
3709,test,0
3710,test,1
3711,test,0
3712,test,0
3713,test,0
3714,test,0
3715,test,1
3716,test,0
3717,test,0
3718,test,0
3719,test,0
3720,test,0
3721,test,0
3722,test,0
3723,test,1
3724,test,0
3725,test,0
3726,test,1
3727,test,0
3728,test,0
3729,test,0
3730,test,0
3731,test,0
3732,test,1
3733,test,0
3734,test,0
3735,test,0
3736,test,0
3737,test,0
3738,test,0
3739,test,0
3740,test,0
3741,test,1
3742,test,0
3743,test,0
3744,test,0
3745,test,0
3746,test,0
3747,test,0
3748,test,0
3749,test,0
3750,test,1
3751,test,1
3752,test,1
3753,test,0
3754,test,0
3755,test,0
3756,test,0
3757,test,0
3758,test,0
3759,test,0
3760,test,0
3761,test,0
3762,test,0
3763,test,0
3764,test,0
3765,test,0
3766,test,0
3767,test,0
3768,test,0
3769,test,0
3770,test,0
3771,test,0
3772,test,1
3773,test,0
3774,test,0
3775,test,0
3776,test,1
3777,test,0
3778,test,0
3779,test,0
3780,test,1
3781,test,0
3782,test,0
3783,test,0
3784,test,0
3785,test,0
3786,test,0
3787,test,0
3788,test,0
3789,test,0
3790,test,1
3791,test,0
3792,test,0
3793,test,0
3794,test,0
3795,test,0
3796,test,0
3797,test,0
3798,test,0
3799,test,0
3800,test,0
3801,test,0
3802,test,1
3803,test,0
3804,test,1
3805,test,0
3806,test,1
3807,test,0
3808,test,0
3809,test,0
3810,test,0
3811,test,0
3812,test,0
3813,test,0
3814,test,0
3815,test,0
3816,test,0
3817,test,0
3818,test,0
3819,test,0
3820,test,0
3821,test,0
3822,test,0
3823,test,0
3824,test,0
3825,test,0
3826,test,0
3827,test,0
3828,test,0
3829,test,0
3830,test,0
3831,test,0
3832,test,0
3833,test,0
3834,test,0
3835,test,0
3836,test,0
3837,test,1
3838,test,0
3839,test,1
3840,test,0
3841,test,0
3842,test,0
3843,test,0
3844,test,0
3845,test,0
3846,test,0
3847,test,1
3848,test,0
3849,test,0
3850,test,0
3851,test,0
3852,test,0
3853,test,0
3854,test,1
3855,test,0
3856,test,0
3857,test,0
3858,test,0
3859,test,0
3860,test,0
3861,test,0
3862,test,0
3863,test,0
3864,test,0
3865,test,0
3866,test,0
3867,test,0
3868,test,0
3869,test,0
3870,test,0
3871,test,0
3872,test,0
3873,test,0
3874,test,0
3875,test,0
3876,test,0
3877,test,0
3878,test,1
3879,test,0
3880,test,0
3881,test,0
3882,test,0
3883,test,1
3884,test,0
3885,test,1
3886,test,1
3887,test,1
3888,test,0
3889,test,0
3890,test,0
3891,test,0
3892,test,0
3893,test,0
3894,test,0
3895,test,0
3896,test,0
3897,test,0
3898,test,0
3899,test,0
3900,test,0
3901,test,0
3902,test,0
3903,test,1
3904,test,0
3905,test,0
3906,test,0
3907,test,0
3908,test,0
3909,test,0
3910,test,0
3911,test,0
3912,test,0
3913,test,0
3914,test,1
3915,test,1
3916,test,0
3917,test,0
3918,test,0
3919,test,0
3920,test,0
3921,test,1
3922,test,0
3923,test,0
3924,test,0
3925,test,1
3926,test,0
3927,test,0
3928,test,0
3929,test,0
3930,test,0
3931,test,1
3932,test,0
3933,test,0
3934,test,0
3935,test,0
3936,test,0
3937,test,0
3938,test,0
3939,test,0
3940,test,0
3941,test,0
3942,test,1
3943,test,0
3944,test,0
3945,test,0
3946,test,0
3947,test,0
3948,test,0
3949,test,0
3950,test,0
3951,test,0
3952,test,0
3953,test,1
3954,test,0
3955,test,0
3956,test,1
3957,test,1
3958,test,0
3959,test,0
3960,test,0
3961,test,0
3962,test,0
3963,test,0
3964,test,0
3965,test,0
3966,test,0
3967,test,0
3968,test,0
3969,test,0
3970,test,0
3971,test,1
3972,test,0
3973,test,0
3974,test,0
3975,test,0
3976,test,1
3977,test,0
3978,test,0
3979,test,0
3980,test,0
3981,test,0
3982,test,0
3983,test,0
3984,test,0
3985,test,0
3986,test,1
3987,test,0
3988,test,0
3989,test,0
3990,test,1
3991,test,0
3992,test,0
3993,test,0
3994,test,0
3995,test,0
3996,test,0
3997,test,0
3998,test,0
3999,test,0
4000,test,0
